Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR31835600,2024-12-26 16:12:07,2024-12-26 16:08:51,14140610,2856403220,14140610,202,1660,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835600/SRR31835600.lite.1,SRX27195745,EF117N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533134,SAMN05330380,simple,7227,Drosophila melanogaster,EF117N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,948E5DC6BF40FB65DF83D9847C4EAC5F,ED60A9D829EB0AE6599D11AC47B62420
SRR31835589,2024-12-26 16:17:42,2024-12-26 16:09:39,17223826,3479212852,17223826,202,2325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835589/SRR31835589.lite.1,SRX27195756,EF119N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533145,SAMN05330381,simple,7227,Drosophila melanogaster,EF119N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,467547B25FBB05929491B032BCC0F475,5AEB6C177FE108D55A93E4E0F7AF0676
SRR31835585,2024-12-26 16:12:07,2024-12-26 16:08:38,12852447,2596194294,12852447,202,1594,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835585/SRR31835585.lite.1,SRX27195760,EF11N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533149,SAMN05330382,simple,7227,Drosophila melanogaster,EF11N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,13316D24BF82EBD14EB1661D4015A1C7,1DE98CEC39862B1FA3DF4A2CFA96E91E
SRR31835584,2024-12-26 16:12:10,2024-12-26 16:07:16,10597039,2140601878,10597039,202,1414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835584/SRR31835584.lite.1,SRX27195761,EF120N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533150,SAMN05330383,simple,7227,Drosophila melanogaster,EF120N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,33FC24DB5BBA7367EDAA5B7FC7BF601B,ACEDF0C9E65688F126F544FDFF35C822
SRR31835583,2024-12-26 16:17:40,2024-12-26 16:09:53,32050153,6474130906,32050153,202,3945,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835583/SRR31835583.lite.1,SRX27195762,EF122N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533151,SAMN05330384,simple,7227,Drosophila melanogaster,EF122N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A6B62B78BC86D8DCE8806B8CAD5A7062,D8B67E765DE3894984D3593F04E02273
SRR31835582,2024-12-26 16:12:06,2024-12-26 16:08:33,11801461,2383895122,11801461,202,1453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835582/SRR31835582.lite.1,SRX27195763,EF126N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533152,SAMN05330385,simple,7227,Drosophila melanogaster,EF126N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,B8BE7475E2D11EDE6DC9E1655CF20CED,E9C506979101CBC767703529795266C1
SRR31835581,2024-12-26 16:12:06,2024-12-26 16:08:53,12426300,2510112600,12426300,202,1632,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835581/SRR31835581.lite.1,SRX27195764,EF12N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533153,SAMN05330386,simple,7227,Drosophila melanogaster,EF12N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,C14CC77E7B78E26FAC4ADB4E5645BFC0,D12037EB7750CF4C1FF8DAD49A2DB7D6
SRR31835580,2024-12-26 16:12:07,2024-12-26 16:08:39,16077355,3247625710,16077355,202,1996,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835580/SRR31835580.lite.1,SRX27195765,EF130N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533154,SAMN05330387,simple,7227,Drosophila melanogaster,EF130N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,990655FAF08E3F6ED0FD52144C7D5E20,C91DE193D47ACF766476008D4603F0C5
SRR31835579,2024-12-26 16:12:09,2024-12-26 16:07:59,10829368,2187532336,10829368,202,1257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835579/SRR31835579.lite.1,SRX27195766,EF131N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533155,SAMN05330388,simple,7227,Drosophila melanogaster,EF131N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2BC1BEC7178678EADE739FEE4F329AC7,4E86A026D0BBE882E4E69235D0809B1A
SRR31835578,2024-12-26 16:17:42,2024-12-26 16:11:13,16193871,3271161942,16193871,202,1993,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835578/SRR31835578.lite.1,SRX27195767,EF132N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533156,SAMN05330389,simple,7227,Drosophila melanogaster,EF132N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,7F4C5336DE0CB6087EAD1C3900749397,F67C3DDB7D307744604E1EB7DC430BBD
SRR31835576,2024-12-26 16:12:11,2024-12-26 16:07:46,12980659,2622093118,12980659,202,1782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835576/SRR31835576.lite.1,SRX27195769,EF134N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533158,SAMN05330390,simple,7227,Drosophila melanogaster,EF134N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,47F50034F5A44E9A8DB20ACB730890B5,8B354E65EA95A40C5F79555E5814D34D
SRR31835575,2024-12-26 16:12:08,2024-12-26 16:08:04,14785098,2986589796,14785098,202,1761,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835575/SRR31835575.lite.1,SRX27195770,EF135N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533159,SAMN05330391,simple,7227,Drosophila melanogaster,EF135N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,6D4DD24B293F297B696033A96444A359,819FE1A25C6355ADC21898A35F3817F5
SRR31835574,2024-12-26 16:12:09,2024-12-26 16:07:01,10147444,2049783688,10147444,202,1251,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835574/SRR31835574.lite.1,SRX27195771,EF136N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533160,SAMN05330392,simple,7227,Drosophila melanogaster,EF136N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,DEFCEF6FFB69934621C606E9936F7424,B24CD950C4DCB28559BCB4CB6BCDF4AD
SRR31835573,2024-12-26 16:12:09,2024-12-26 16:07:32,10143930,2049073860,10143930,202,1179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835573/SRR31835573.lite.1,SRX27195772,EF15N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533161,SAMN05330393,simple,7227,Drosophila melanogaster,EF15N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,6C8F3AC530C91C532BE7298FB628852A,C9BD3F455E64D80E260136198F2EA212
SRR31835572,2024-12-26 16:12:11,2024-12-26 16:07:40,10489478,2118874556,10489478,202,1236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835572/SRR31835572.lite.1,SRX27195773,EF16N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533162,SAMN05330394,simple,7227,Drosophila melanogaster,EF16N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,FC887C5F8DEB365B6F22DFD4DBE73C22,DF81E24CCAF9F784D84CF14E34EB6318
SRR31835571,2024-12-26 16:12:06,2024-12-26 16:08:14,13798295,2787255590,13798295,202,1699,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835571/SRR31835571.lite.1,SRX27195774,EF19N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533163,SAMN05330395,simple,7227,Drosophila melanogaster,EF19N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,5DDC70D1F5EEF67BBDB0373919FA7905,B77729464749BC6ECF8C450518532E00
SRR31835570,2024-12-26 16:12:10,2024-12-26 16:07:44,10514895,2124008790,10514895,202,1229,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835570/SRR31835570.lite.1,SRX27195775,EF1N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533164,SAMN05330396,simple,7227,Drosophila melanogaster,EF1N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3E61C780B8BDAFDDAE220AE7F09080C3,5AB58B4F6E08E7D9E65FEE3B7B80085A
SRR31835569,2024-12-26 16:12:06,2024-12-26 16:08:05,15476149,3126182098,15476149,202,2090,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835569/SRR31835569.lite.1,SRX27195776,EF24N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533165,SAMN05330397,simple,7227,Drosophila melanogaster,EF24N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F77A0455AA71089D1E3CBA739155AD22,A0220B7A571BAFC221AF669053D77A65
SRR31835504,2024-12-26 16:12:05,2024-12-26 16:09:04,10386652,2098103704,10386652,202,1218,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835504/SRR31835504.lite.1,SRX27195841,EF25N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533166,SAMN05330398,simple,7227,Drosophila melanogaster,EF25N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,71303350312E838FC47D0FD45214063C,5C42ADAEF304961D8213C21E19B74D30
SRR31835503,2024-12-26 16:12:04,2024-12-26 16:07:57,10127561,2045767322,10127561,202,1200,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835503/SRR31835503.lite.1,SRX27195842,EF26N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533167,SAMN05330399,simple,7227,Drosophila melanogaster,EF26N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,90AF86C91E944FEDAE178FA95FE9ED8E,2EC97D3DA7152EF3D9F27576F54B4D5D
SRR31887783,2025-01-05 06:09:36,2025-01-05 06:06:01,19684637,3976296674,19684637,202,2487,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887783/SRR31887783.lite.1,SRX27246149,EF27N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533169,SAMN05330400,simple,7227,Drosophila melanogaster,EF27N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,63CC97C0DAC050901DAFE94517AD9A2A,97B441A0ACA40DEDC06B4E5D2D5FC3E3
SRR31835500,2024-12-26 16:12:05,2024-12-26 16:08:42,13253257,2677157914,13253257,202,1707,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835500/SRR31835500.lite.1,SRX27195845,EF31N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533170,SAMN05330401,simple,7227,Drosophila melanogaster,EF31N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,6278EEF52DD037319FCB59907BEEDEAE,0A4895E2038B04354E1745AB2C3A281C
SRR31887782,2025-01-03 16:58:43,2025-01-03 16:55:04,12154570,2455223140,12154570,202,1644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887782/SRR31887782.lite.1,SRX27246150,EF32N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533171,SAMN05330402,simple,7227,Drosophila melanogaster,EF32N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,12E741294F9B5A3C33CAF9F9E7703137,D38280FE09AEAA4C66365AC0DE5C274F
SRR31835498,2024-12-26 16:12:04,2024-12-26 16:09:23,11290553,2280691706,11290553,202,1383,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835498/SRR31835498.lite.1,SRX27195847,EF35N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533172,SAMN05330403,simple,7227,Drosophila melanogaster,EF35N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2DA1C300992D4E367AE4D5F1C5AF3FF3,E5721D24A11CC0BDBFEDF3C03F0E88A8
SRR31835497,2024-12-26 16:12:04,2024-12-26 16:07:43,9846912,1989076224,9846912,202,1233,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835497/SRR31835497.lite.1,SRX27195848,EF3N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533173,SAMN05330404,simple,7227,Drosophila melanogaster,EF3N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A055DE453A54B84FB4C7549205E18004,FCDAA58C5897EB94E8431FE57A554DC3
SRR31835496,2024-12-26 16:12:06,2024-12-26 16:08:03,13120957,2650433314,13120957,202,1624,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835496/SRR31835496.lite.1,SRX27195849,EF43N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533174,SAMN05330405,simple,7227,Drosophila melanogaster,EF43N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,5FBE79CB174BF348E3DC6A2958DE62A9,7872328A7B146A4C1A59E5B2BA2245E0
SRR31835495,2024-12-26 16:17:40,2024-12-26 16:10:07,14314971,2891624142,14314971,202,1778,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835495/SRR31835495.lite.1,SRX27195850,EF46N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533177,SAMN05330406,simple,7227,Drosophila melanogaster,EF46N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,15930A42E851931BD4567CCD34241A23,86CDDE2F1B0EA2FE998832A656040D83
SRR31835494,2024-12-26 16:12:05,2024-12-26 16:07:54,13466605,2720254210,13466605,202,1679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835494/SRR31835494.lite.1,SRX27195851,EF48N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533175,SAMN05330407,simple,7227,Drosophila melanogaster,EF48N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,67C572E21609295BF65C80EC66D29B83,7CD4BAD376C812747A115EAEF25ACEB4
SRR31835493,2024-12-26 16:17:42,2024-12-26 16:10:32,14268087,2882153574,14268087,202,1916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835493/SRR31835493.lite.1,SRX27195852,EF52N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533176,SAMN05330408,simple,7227,Drosophila melanogaster,EF52N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,DE0C1141AAB1103EC25A9B1FF93B9E23,3AE5720E5AFD289E6BA8568D020614A0
SRR31835492,2024-12-26 16:12:08,2024-12-26 16:07:16,10586611,2138495422,10586611,202,1308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835492/SRR31835492.lite.1,SRX27195853,EF53N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533178,SAMN05330409,simple,7227,Drosophila melanogaster,EF53N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,651E63B2BE2C14FB60DAC3B35285292E,75F4813DB6A0C65C7634D4E30EDA2DC3
SRR31835490,2024-12-26 16:12:04,2024-12-26 16:07:37,11082208,2238606016,11082208,202,1311,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835490/SRR31835490.lite.1,SRX27195855,EF54N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533180,SAMN05330410,simple,7227,Drosophila melanogaster,EF54N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3251A87C79DD5FFC42672007B9D52D69,40D2B01CE701B962365453827B12E986
SRR31835489,2024-12-26 16:12:08,2024-12-26 16:07:13,10597690,2140733380,10597690,202,1308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835489/SRR31835489.lite.1,SRX27195856,EF59N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533181,SAMN05330411,simple,7227,Drosophila melanogaster,EF59N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,65D7186980EBF23ED51A91D1AA4C01F4,7EE8373E1A691832EA8587EE65701313
SRR31835488,2024-12-26 16:17:42,2024-12-26 16:10:00,14060927,2840307254,14060927,202,1852,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835488/SRR31835488.lite.1,SRX27195857,EF64N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533182,SAMN05330412,simple,7227,Drosophila melanogaster,EF64N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,C961D3AAD1AF8ECF7B97B1D0DBA84B14,930CCF754E66BCB1B9D54C0647A750FC
SRR31835487,2024-12-26 16:17:42,2024-12-26 16:10:29,12908809,2607579418,12908809,202,1563,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835487/SRR31835487.lite.1,SRX27195858,EF66N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533183,SAMN05330413,simple,7227,Drosophila melanogaster,EF66N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F20B9885270F7573751A80EC7B0DF26A,682BD48EE919C3B85A7BBB6216F58A7F
SRR31835486,2024-12-26 16:12:08,2024-12-26 16:07:00,8185106,1653391412,8185106,202,966,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835486/SRR31835486.lite.1,SRX27195859,EF67N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533184,SAMN05330414,simple,7227,Drosophila melanogaster,EF67N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1AC9AC1A64F33AEE860AA62AA9D92945,5F68637540A74CDE5FFF20E8B3CB59F0
SRR31835485,2024-12-26 16:17:42,2024-12-26 16:10:05,10843020,2190290040,10843020,202,1345,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835485/SRR31835485.lite.1,SRX27195860,EF69N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533185,SAMN05330415,simple,7227,Drosophila melanogaster,EF69N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,B43CF1EA3B97E9FB0E6DF81E66A85DAA,446B6BB95E4CFFB2310130D634E5FE25
SRR31835484,2024-12-26 16:12:10,2024-12-26 16:07:18,11203811,2263169822,11203811,202,1495,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835484/SRR31835484.lite.1,SRX27195861,EF6N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533186,SAMN05330416,simple,7227,Drosophila melanogaster,EF6N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,52844B51199004005CDD46112797D53A,74A71DEFE8318333865709988A571594
SRR31887771,2025-01-05 06:13:59,2025-01-05 06:09:22,24009483,4849915566,24009483,202,2980,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887771/SRR31887771.lite.1,SRX27246161,EF70N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533187,SAMN05330417,simple,7227,Drosophila melanogaster,EF70N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,51560FB4E007F5F8CC1BDC7758EEF3B1,517E63094933233BAE67C40662C95BA4
SRR31835482,2024-12-26 16:17:42,2024-12-26 16:10:10,11955956,2415103112,11955956,202,1397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835482/SRR31835482.lite.1,SRX27195863,EF73N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533188,SAMN05330418,simple,7227,Drosophila melanogaster,EF73N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,EBC2E7E72212E3128EF112878C021204,80134F1646BECB73F4BA8254463AA1CB
SRR31835481,2024-12-26 16:12:05,2024-12-26 16:08:04,17013058,3436637716,17013058,202,2116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835481/SRR31835481.lite.1,SRX27195864,EF74N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533189,SAMN05330419,simple,7227,Drosophila melanogaster,EF74N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,FBC23BAD051DD20EFBCAD617BB1E1258,CBADF60DBCE82CD5B7E66627CD25E89A
SRR31835479,2024-12-26 16:17:42,2024-12-26 16:10:09,16911313,3416085226,16911313,202,2101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835479/SRR31835479.lite.1,SRX27195866,EF75N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533191,SAMN05330420,simple,7227,Drosophila melanogaster,EF75N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,6E1FEF12F732CE6508EAD459AC1C804D,94C08BEED40EE0FCA78C48A53105534F
