Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR31835648,2024-12-26 16:12:11,2024-12-26 16:09:36,15016486,3033330172,15016486,202,1864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835648/SRR31835648.lite.1,SRX27195697,EG71N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532924,SAMN05330462,simple,7227,Drosophila melanogaster,EG71N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,9768673FC50FA64EF141A3EA02E1DD47,FBE306C9EAC6A8B0A461EB747E49D8F9
SRR31835647,2024-12-26 16:12:07,2024-12-26 16:08:06,8137898,1643855396,8137898,202,1039,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835647/SRR31835647.lite.1,SRX27195698,EG74N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532925,SAMN05330463,simple,7227,Drosophila melanogaster,EG74N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,19EF2E9549CEDF4D2B74907E279EA775,F027987EF34F92801C1B983FEEB70923
SRR31835646,2024-12-26 16:12:08,2024-12-26 16:08:37,10634172,2148102744,10634172,202,1309,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835646/SRR31835646.lite.1,SRX27195699,EG75N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532926,SAMN05330464,simple,7227,Drosophila melanogaster,EG75N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,81C579D25D195C19E0EA0F928B20264C,25642771A94F13D51B6D17F11C222990
SRR31835645,2024-12-26 16:17:40,2024-12-26 16:09:45,19038041,3845684282,19038041,202,2397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835645/SRR31835645.lite.1,SRX27195700,EG76N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532927,SAMN05330465,simple,7227,Drosophila melanogaster,EG76N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F9554F3B22DADA0639D41E0C11747BE2,85BA8E72C227BA71EC370C749210CE15
SRR31835644,2024-12-26 16:12:09,2024-12-26 16:07:55,8300611,1676723422,8300611,202,1047,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835644/SRR31835644.lite.1,SRX27195701,FR106N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532928,SAMN05330466,simple,7227,Drosophila melanogaster,FR106N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,356BA140AECF0BF547A3614732740309,B9D0B9D09987959E4940FCE618750E0B
SRR31835643,2024-12-26 16:17:40,2024-12-26 16:10:03,12774436,2580436072,12774436,202,1581,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835643/SRR31835643.lite.1,SRX27195702,FR109N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532929,SAMN05330467,simple,7227,Drosophila melanogaster,FR109N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,4F6514C1753C24BFC2BFC142C51801B9,B225790BE5637067E67D9244AF93E426
SRR31835642,2024-12-26 16:17:41,2024-12-26 16:10:26,15874933,3206736466,15874933,202,2175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835642/SRR31835642.lite.1,SRX27195703,FR110N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532930,SAMN05330468,simple,7227,Drosophila melanogaster,FR110N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3F42A4EC262200019329ED72904ACE52,3CD557FE9C788DA56D753BBD73072322
SRR31835641,2024-12-26 16:12:11,2024-12-26 16:08:42,11187349,2259844498,11187349,202,1369,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835641/SRR31835641.lite.1,SRX27195704,FR112N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532931,SAMN05330469,simple,7227,Drosophila melanogaster,FR112N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,E433CBA7CD92BA3DA2FE62C7B4FE50F6,DE18647E510F933D1004A3FD497FEB4C
SRR31835639,2024-12-26 16:12:08,2024-12-26 16:08:49,13125019,2651253838,13125019,202,1594,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835639/SRR31835639.lite.1,SRX27195706,FR113N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532933,SAMN05330470,simple,7227,Drosophila melanogaster,FR113N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2E3E9EA1F8F7B87FF8D041055272541E,071962A5D92515EEEB939008E4A77DDB
SRR31835638,2024-12-26 16:12:09,2024-12-26 16:08:25,11995259,2423042318,11995259,202,1429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835638/SRR31835638.lite.1,SRX27195707,FR115N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532934,SAMN05330471,simple,7227,Drosophila melanogaster,FR115N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,23D7A6ED7104D42856B9DBC9F118BB16,1C145DCCD0B6C868C708B2DF400851B5
SRR31835637,2024-12-26 16:12:10,2024-12-26 16:07:48,9184500,1855269000,9184500,202,1146,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835637/SRR31835637.lite.1,SRX27195708,FR11N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532935,SAMN05330472,simple,7227,Drosophila melanogaster,FR11N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F25F128CEF26DCB4337F2817B95867F2,6FE3B79292F58B2B6E76833FC505404B
SRR31835636,2024-12-26 16:12:01,2024-12-26 16:09:22,10031981,2026460162,10031981,202,1242,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835636/SRR31835636.lite.1,SRX27195709,FR126N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532936,SAMN05330473,simple,7227,Drosophila melanogaster,FR126N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,9928DE42E27B289F2663F3A7254B7A62,8D915BE63EF1A7064E197AF2FCEF5C35
SRR31835635,2024-12-26 16:12:07,2024-12-26 16:09:13,11238899,2270257598,11238899,202,1477,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835635/SRR31835635.lite.1,SRX27195710,FR128N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532938,SAMN05330474,simple,7227,Drosophila melanogaster,FR128N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,911338F094C6CDBE69A06E8B3E550081,3D4634C82ABFF09772077A8074AB9863
SRR31835634,2024-12-26 16:12:09,2024-12-26 16:08:56,12501830,2525369660,12501830,202,1646,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835634/SRR31835634.lite.1,SRX27195711,FR12N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532937,SAMN05330475,simple,7227,Drosophila melanogaster,FR12N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,AAF9F2355C00AECC91FB87748C5CB769,FFAA491024C0EBA33CD75B0E0AADEA55
SRR31835633,2024-12-26 16:17:41,2024-12-26 16:10:19,15200053,3070410706,15200053,202,1937,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835633/SRR31835633.lite.1,SRX27195712,FR135N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532939,SAMN05330476,simple,7227,Drosophila melanogaster,FR135N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,35EDFF927E91D4AC362F9DDFD9CF3F5F,576BE72729C0466DA9B14E207F76B771
SRR31835632,2024-12-26 16:17:41,2024-12-26 16:09:49,15852851,3202275902,15852851,202,2192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835632/SRR31835632.lite.1,SRX27195713,FR147N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532940,SAMN05330477,simple,7227,Drosophila melanogaster,FR147N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,80058E7532BECD0DC6F0B69679B1E43F,F58BF3F63FD0EB87BF34646981E2F5D2
SRR31835631,2024-12-26 16:17:41,2024-12-26 16:09:33,12000047,2424009494,12000047,202,1484,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835631/SRR31835631.lite.1,SRX27195714,FR152N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532941,SAMN05330478,simple,7227,Drosophila melanogaster,FR152N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,CBAACCAEBB6314368A9A3BB5FF6CFF70,D24429C907AE3740AB780C7D384721D2
SRR31835630,2024-12-26 16:12:01,2024-12-26 16:09:19,13280613,2682683826,13280613,202,1712,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835630/SRR31835630.lite.1,SRX27195715,FR153N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532942,SAMN05330479,simple,7227,Drosophila melanogaster,FR153N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1665E6619C498FBE9E0AD643CC7C5E3F,66656948A04F38CB42FB13F198527EFF
SRR31835628,2024-12-26 16:17:41,2024-12-26 16:10:37,18173830,3671113660,18173830,202,2438,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835628/SRR31835628.lite.1,SRX27195717,FR157N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532944,SAMN05330480,simple,7227,Drosophila melanogaster,FR157N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,733AC126AFE390003458F36B70E40536,773D16FB381B7B50D737458DBB0DC4E4
SRR31835627,2024-12-26 16:12:11,2024-12-26 16:09:37,15035625,3037196250,15035625,202,1884,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835627/SRR31835627.lite.1,SRX27195718,FR158N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532945,SAMN05330481,simple,7227,Drosophila melanogaster,FR158N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,B56836B6FC7997F02AF9CB352C46F783,5E9D78D855CAAB3980B72837453B9528
SRR31835626,2024-12-26 16:17:41,2024-12-26 16:09:45,14440955,2917072910,14440955,202,1762,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835626/SRR31835626.lite.1,SRX27195719,FR161N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532946,SAMN05330482,simple,7227,Drosophila melanogaster,FR161N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,17777E65007B983F64F50DBDA690A0C3,38921C70EF6BE5A9B54651BE57A15943
SRR31835625,2024-12-26 16:12:07,2024-12-26 16:09:09,11736559,2370784918,11736559,202,1444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835625/SRR31835625.lite.1,SRX27195720,FR162N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532947,SAMN05330483,simple,7227,Drosophila melanogaster,FR162N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,324373F53FF20AD89A34B54257C050D7,3524A3B695A45D52FCE5ABA72785F546
SRR31835624,2024-12-26 16:12:07,2024-12-26 16:08:20,10568099,2134755998,10568099,202,1291,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835624/SRR31835624.lite.1,SRX27195721,FR164N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532948,SAMN05330484,simple,7227,Drosophila melanogaster,FR164N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0F29B77812E1057CFBBC41BE9B75C6FC,993D26160C01A11222C7E329266F25CE
SRR31835623,2024-12-26 16:12:11,2024-12-26 16:07:53,13948745,2817646490,13948745,202,1715,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835623/SRR31835623.lite.1,SRX27195722,FR169N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532949,SAMN05330485,simple,7227,Drosophila melanogaster,FR169N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1335DE5BB498513967B0FAD7E210BFFF,81DBB2EF2BD0959733683F8D857529BD
SRR31835622,2024-12-26 16:12:07,2024-12-26 16:09:24,12387813,2502338226,12387813,202,1514,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835622/SRR31835622.lite.1,SRX27195723,FR16N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532950,SAMN05330486,simple,7227,Drosophila melanogaster,FR16N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1AD5DBBFB6318E7365D36CF2E49F5153,BE03EAEB34C6A465913C659BEEE0A26D
SRR31835621,2024-12-26 16:12:10,2024-12-26 16:09:31,15064536,3043036272,15064536,202,1831,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835621/SRR31835621.lite.1,SRX27195724,FR173N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532951,SAMN05330487,simple,7227,Drosophila melanogaster,FR173N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,8498BBDF4EC3BCBDA28B14F089A08215,8A3BE3152DF6CE289E523BBB895331F0
SRR31835620,2024-12-26 16:12:10,2024-12-26 16:08:42,11640023,2351284646,11640023,202,1427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835620/SRR31835620.lite.1,SRX27195725,FR186N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532952,SAMN05330488,simple,7227,Drosophila melanogaster,FR186N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,560C6E9554FDF07E120A65E73B50AEF5,3E12E0859E9BA4147A565C5DAC4E5682
SRR31835617,2024-12-26 16:12:07,2024-12-26 16:08:01,13719473,2771333546,13719473,202,1692,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835617/SRR31835617.lite.1,SRX27195728,FR188N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532955,SAMN05330490,simple,7227,Drosophila melanogaster,FR188N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,C972287EF9649788432187914EF5885D,F764DCEA11F4E2BDF17B3B246532057E
SRR31835619,2024-12-26 16:12:07,2024-12-26 16:08:21,9621888,1943621376,9621888,202,1350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835619/SRR31835619.lite.1,SRX27195726,FR198N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532953,SAMN05330489,simple,7227,Drosophila melanogaster,FR198N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,8EBAB7B1EC5BC9A08A12682AA948ED14,4349976BFE99F77392F25E1C01977343
SRR31835616,2024-12-26 16:12:07,2024-12-26 16:09:17,10403328,2101472256,10403328,202,1310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835616/SRR31835616.lite.1,SRX27195729,FR19N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532956,SAMN05330491,simple,7227,Drosophila melanogaster,FR19N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F784908136180CB228818C263D0E8453,76BA4AC98B9391053643C091F553B1F0
SRR31835615,2024-12-26 16:12:10,2024-12-26 16:09:03,11766409,2376814618,11766409,202,1459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835615/SRR31835615.lite.1,SRX27195730,FR200N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532957,SAMN05330492,simple,7227,Drosophila melanogaster,FR200N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,9234F0F30ED422AE104CA043E3BF4F9A,9F2C31A20EBDFBAD7C2DB096D3203C9E
SRR31835614,2024-12-26 16:12:10,2024-12-26 16:08:48,18032457,3642556314,18032457,202,2199,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835614/SRR31835614.lite.1,SRX27195731,FR208N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532958,SAMN05330493,simple,7227,Drosophila melanogaster,FR208N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,5ECEC0B612237065BB4B88D6D49C4D7D,13ABFB20F435D0F27A789B9E5126E139
SRR31835613,2024-12-26 16:12:07,2024-12-26 16:08:28,12176033,2459558666,12176033,202,1473,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835613/SRR31835613.lite.1,SRX27195732,FR213N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532959,SAMN05330494,simple,7227,Drosophila melanogaster,FR213N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0B079ABBE3C5B26AA21FE9DBB37D6BCA,A098935940089EB9D7BC78EB42542857
SRR31835612,2024-12-26 16:12:04,2024-12-26 16:09:22,12027336,2429521872,12027336,202,1473,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835612/SRR31835612.lite.1,SRX27195733,FR216N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532960,SAMN05330495,simple,7227,Drosophila melanogaster,FR216N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,CEEA2EE36F581035C16C095FD064E32A,095D10815C8C07CC5EE46D35B26F563A
SRR31835611,2024-12-26 16:17:43,2024-12-26 16:11:42,20193709,4079129218,20193709,202,2677,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835611/SRR31835611.lite.1,SRX27195734,FR219N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532961,SAMN05330496,simple,7227,Drosophila melanogaster,FR219N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,72FED71B3D6976D3814AD06DE5391115,99D5C3C8478380181A880E191432E764
SRR31835610,2024-12-26 16:17:41,2024-12-26 16:10:00,11527857,2328627114,11527857,202,1423,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835610/SRR31835610.lite.1,SRX27195735,FR21N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532962,SAMN05330497,simple,7227,Drosophila melanogaster,FR21N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F05C20991D5E3683E3F44B68938402C1,4E46E8481E0ED14F1BFA90369358D84C
SRR31835609,2024-12-26 16:12:09,2024-12-26 16:09:06,13909162,2809650724,13909162,202,1729,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835609/SRR31835609.lite.1,SRX27195736,FR222N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532963,SAMN05330498,simple,7227,Drosophila melanogaster,FR222N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,8F103A437FE36FAC6E2031E76346AB62,B63300ECA7C31404488A23C3F8F460A6
SRR31835608,2024-12-26 16:12:12,2024-12-26 16:07:53,14293005,2887187010,14293005,202,1768,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835608/SRR31835608.lite.1,SRX27195737,FR225N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532964,SAMN05330499,simple,7227,Drosophila melanogaster,FR225N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,CF8A3CAD3463C0B156F7A6FF6F3A0E58,4830BE4373987F6A9176E9B172F82F21
SRR31835606,2024-12-26 16:17:40,2024-12-26 16:10:02,13555110,2738132220,13555110,202,1667,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835606/SRR31835606.lite.1,SRX27195739,FR230N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532966,SAMN05330500,simple,7227,Drosophila melanogaster,FR230N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,997C4281692644E4C8427743438FC25B,912B7DE3E8611C69D6B083A5B90F788F
SRR31835605,2024-12-26 16:17:41,2024-12-26 16:10:14,14130780,2854417560,14130780,202,1771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835605/SRR31835605.lite.1,SRX27195740,FR231N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532967,SAMN05330501,simple,7227,Drosophila melanogaster,FR231N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2BF2C9F35432C88D05AED03864D9786A,B127FF4D9229A2CDDEEDB642E44304E3
SRR31835604,2024-12-26 16:12:07,2024-12-26 16:08:05,13439315,2714741630,13439315,202,1666,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835604/SRR31835604.lite.1,SRX27195741,FR232N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532968,SAMN05330502,simple,7227,Drosophila melanogaster,FR232N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,E6804ECDFACDDF1E485D5F5A9F6C2239,CD5C178565A8635401FACA59E5AD481E
